dataset,method,seed,mean_acc,worst_acc,test_env_accs,test_env_losses,num_classes,epochs,weight_entropy_curve,weight_max_curve,weight_min_curve,lambda_inv,lambda_ent
rotated_mnist,ipdr,0,0.7631,0.637,"[0.8892, 0.637]","[0.34993199672698977, 1.2810206159591675]",10,30,"[1.0984979226039007, 1.098030461714818, 1.0983116259941688, 1.0982756110338063, 1.0984135774465709, 1.0984579278872564, 1.098515469294328, 1.0985112694593577, 1.098517133639409, 1.0985223284134498, 1.0985568761825562, 1.0985184632814848, 1.0985304025503306, 1.0985493384874785, 1.0985660277880156, 1.0985390819036043, 1.0985699158448439, 1.0985694527626038, 1.0985762431071355, 1.098571043748122, 1.0985818413587718, 1.0985848078360925, 1.0985832718702464, 1.0985948810210595, 1.0985952294789827, 1.0985996723175049, 1.098602125277886, 1.0986027534191425, 1.098603679583623, 1.0986050229806166]","[0.33746247108166033, 0.3448314185325916, 0.34228017926216125, 0.34371919471483964, 0.3414425208018376, 0.3406472699000285, 0.3393294054728288, 0.33964600471349865, 0.33941925374361187, 0.33949090196536136, 0.337775129538316, 0.33961165180573094, 0.3392040511736503, 0.3384307290499027, 0.33761863295848554, 0.33889944278276884, 0.33748454314011794, 0.3376148216999494, 0.33706612999622637, 0.33736747617904955, 0.33681426025353944, 0.33667674775306994, 0.3367447887475674, 0.3357816281226965, 0.3359115135211211, 0.3354877084493637, 0.33531154921421635, 0.33518537191244274, 0.33503041702967423, 0.33499132784513325]","[0.3282824181593381, 0.3182632625102997, 0.32287249771448284, 0.3231767427462798, 0.32561318347087276, 0.32668305704226863, 0.3285239671285336, 0.328927680850029, 0.32866333425045013, 0.3295404865191533, 0.33028754133444566, 0.3294219970703125, 0.32962321088864255, 0.3298592521594121, 0.3302869028770007, 0.3297385550462283, 0.3303097876218649, 0.3305803273732846, 0.3305024069089156, 0.33021069260743946, 0.3306751469006905, 0.3308837287701093, 0.33080896047445446, 0.3310785052868036, 0.33124392880843234, 0.3314656007748384, 0.33171383348795086, 0.3317241072654724, 0.3317126138852193, 0.33195542716062987]",1.0,0.1
rotated_mnist,ipdr,0,0.7642,0.641,"[0.8874, 0.641]","[0.3542836709022522, 1.2829213516235352]",10,30,"[1.09860759973526, 1.0986017951598535, 1.0986064030573919, 1.0986058299358075, 1.0986081178371723, 1.0986092274005597, 1.098609942656297, 1.0986094153844392, 1.0986100160158598, 1.0986106395721436, 1.098610364473783, 1.0986107312715971, 1.098610745026515, 1.0986113135631268, 1.0986112035237825, 1.098611240203564, 1.0986115886614873, 1.098611607001378, 1.0986115336418152, 1.0986116895308862, 1.0986117399655855, 1.0986117949852576, 1.0986118545899024, 1.0986119600442739, 1.0986120517437274, 1.0986120792535634, 1.0986121159333448, 1.0986121113483722, 1.098612157198099, 1.0986122168027437]","[0.3342659920454025, 0.3348966905703911, 0.33456216294031876, 0.33467910496088177, 0.3343627407000615, 0.3342149933943382, 0.3341046629043726, 0.33426542580127716, 0.3340929448604584, 0.33401077068769014, 0.33404198632790494, 0.3340442765217561, 0.3340021325991704, 0.3338790157666573, 0.3338933311975919, 0.33393062536533064, 0.33381097591840303, 0.333820267365529, 0.33380162486663234, 0.3337661555180183, 0.3337427710111325, 0.3337313005557427, 0.33370052392666155, 0.33364043556726897, 0.3336344945889253, 0.3335733746106808, 0.33357082536587346, 0.33355101484518784, 0.3335387087785281, 0.33350058931570786]","[0.3323174531643207, 0.33163276543984044, 0.33201396694550145, 0.33215479208872867, 0.33233672838944656, 0.3324957203406554, 0.3325245907673469, 0.3325628959215604, 0.3325775002057736, 0.332744938822893, 0.33275730449419755, 0.3327234605183968, 0.3327698524181659, 0.3328920327700101, 0.33282381066909206, 0.3328770720041715, 0.3329429958875363, 0.33296697529462665, 0.3329119934485509, 0.33298634795042187, 0.3330151438713074, 0.33300849680717176, 0.3330331261341388, 0.3330459789587901, 0.333105138861216, 0.3331007338487185, 0.3331403182103084, 0.33314990538817185, 0.3331535321015578, 0.3331778450654103]",1.0,0.5
rotated_mnist,ipdr,0,0.7654,0.6426,"[0.8882, 0.6426]","[0.3536806030273438, 1.28786113986969]",10,30,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]",1.0,1.0
rotated_mnist,ipdr,0,0.7704,0.6448,"[0.896, 0.6448]","[0.33722677187919614, 1.2570463026046752]",10,30,"[1.0982915346439068, 1.0942747913874113, 1.0910067558288574, 1.0881012953244722, 1.0881377183474028, 1.088515918988448, 1.090306213268867, 1.0914533275824327, 1.0921863592587984, 1.0928154220947852, 1.0945405914233282, 1.094464815579928, 1.0946367474702687, 1.0949590756342962, 1.0956209577046907, 1.0954478337214544, 1.0958219537368188, 1.096074173083672, 1.0963982664621794, 1.0964236717957716, 1.0966163552724397, 1.0967695437944853, 1.0968768046452448, 1.0971293724500215, 1.097317030796638, 1.0975021078036382, 1.0976816232387836, 1.0978255409460802, 1.0979067087173462, 1.0979937544235816]","[0.3400120104734714, 0.3634015447818316, 0.3765624578182514, 0.3870987124167956, 0.38840694840137774, 0.3889139902133208, 0.3857315962131207, 0.3843561915250925, 0.38291274584256685, 0.3822032476846988, 0.3751077720752129, 0.37639086750837475, 0.375658854842186, 0.3738600004177827, 0.3696458706488976, 0.3704676410326591, 0.36747733102394986, 0.3657115250825882, 0.36303585653121656, 0.36221046860401446, 0.3607156230853154, 0.3594600764604715, 0.3588435512322646, 0.35624313812989455, 0.3546779235968223, 0.3528173313691066, 0.35108931821126205, 0.349307853441972, 0.34809071627947, 0.34729372079555804]","[0.3251578165934636, 0.29201085750873274, 0.27892196063811964, 0.27081574270358455, 0.27173591003968167, 0.273797502884498, 0.2807728522098981, 0.2869084316950578, 0.2909300751410998, 0.29611977017842805, 0.3043854305377373, 0.3077768305173287, 0.3102875489455003, 0.3105614288495137, 0.3104500472545624, 0.30880800691934734, 0.3081759684360944, 0.30891408713964313, 0.30950627418664783, 0.3085355323094588, 0.3093729970546869, 0.3100753380702092, 0.31096841853398544, 0.3118303876656752, 0.3131548005800981, 0.3143624812364578, 0.3158769756555557, 0.3169516244759926, 0.3175172794323701, 0.3186356734770995]",2.0,0.01
rotated_mnist,ipdr,0,0.772,0.6478,"[0.8962, 0.6478]","[0.33612626380920413, 1.2479608015060424]",10,30,"[1.09842514533263, 1.0972040387300344, 1.0974814295768738, 1.0974891094061046, 1.0978792447310228, 1.09802292401974, 1.09824466246825, 1.098266982115232, 1.0982788250996516, 1.0982996913102956, 1.0984488221315236, 1.098331685249622, 1.0983452888635488, 1.0983800108616169, 1.0984508807842548, 1.0983858429468596, 1.098449156834529, 1.0984634298544664, 1.0984939336776733, 1.0984742182951708, 1.098505267730126, 1.0985166017825787, 1.0985166292924147, 1.0985517364281874, 1.098559388747582, 1.098570085488833, 1.0985811215180616, 1.0985841155052185, 1.0985859082295344, 1.098589567037729]","[0.3385654745193628, 0.35068856752835786, 0.3503391777093594, 0.3517185059877542, 0.3486835670012694, 0.34755761462908524, 0.3450349259835023, 0.345204533292697, 0.3449913802055212, 0.34497427252622753, 0.34157554919903094, 0.3444182597673856, 0.3441226608478106, 0.3432033887276283, 0.34150850428984714, 0.3431957558943675, 0.3413294358895375, 0.3411578902831444, 0.3400402218103409, 0.3405573425384668, 0.33975204825401306, 0.3394343715447646, 0.3394899425598291, 0.33786797981995803, 0.3377321637593783, 0.3371415573817033, 0.3366324225297341, 0.33636490312906414, 0.33615132020070004, 0.33612280510939085]","[0.3269595561119226, 0.3094723579975275, 0.312487570139078, 0.31348618750388807, 0.3176500109525827, 0.31972702879172105, 0.32324857665942264, 0.3247795735414212, 0.3247589342869245, 0.3263359379309874, 0.32830374859846556, 0.32695269126158494, 0.32692176218216235, 0.32641864396058595, 0.32752395363954395, 0.32684509570782, 0.32685444675959074, 0.3275202191793002, 0.3277342537274727, 0.3271670834376262, 0.32797156503567326, 0.32834458351135254, 0.32844671377768886, 0.3289317408433327, 0.32938320476275224, 0.3296726059455138, 0.3302041498514322, 0.330278401191418, 0.3302766795341785, 0.33064818611511815]",2.0,0.05
rotated_mnist,ipdr,0,0.7702,0.6428,"[0.8976, 0.6428]","[0.33805855588912964, 1.2597003206253052]",10,30,"[1.098509472150069, 1.0981227434598482, 1.0983548897963304, 1.098333941056178, 1.0984403353471022, 1.0984762356831477, 1.0985286235809326, 1.098518499961266, 1.0985260972609887, 1.0985349049934974, 1.098568544938014, 1.0985326262620778, 1.09854479936453, 1.0985573851145232, 1.0985732628748968, 1.0985511816464937, 1.0985737947317271, 1.098576050538283, 1.0985825611994817, 1.0985760459533105, 1.0985875313098614, 1.0985885079090412, 1.0985879852221563, 1.0985985214893634, 1.0985991267057567, 1.0986021665426402, 1.098605018395644, 1.0986052247194142, 1.0986058620306163, 1.0986070174437303]","[0.337288132080665, 0.3437376434986408, 0.34132079550853145, 0.3424638051253099, 0.3407242882710237, 0.3402135418011592, 0.33876667802150434, 0.33939699140878826, 0.33912430703639984, 0.3390281085784619, 0.3371581377891394, 0.33909539305246794, 0.33861046914870924, 0.33801198922670805, 0.3372487391416843, 0.3384085629995053, 0.3371249265395678, 0.3371935452406223, 0.33657306088851047, 0.3370261306946094, 0.33639357067071474, 0.336365398306113, 0.3364071353123738, 0.33542382831756884, 0.3355443454705752, 0.3351694437173697, 0.3349335560431847, 0.3348185156400387, 0.3346941906672258, 0.3346730883304889]","[0.32852224891002363, 0.3194105602227725, 0.323532834649086, 0.32381608394476086, 0.32603093637869907, 0.3271181056132683, 0.3287540857608502, 0.3290338275524286, 0.32889549204936397, 0.32981016544195324, 0.3305460512638092, 0.32968034881811875, 0.32984515107595, 0.32983991732964146, 0.330443982894604, 0.33000725507736206, 0.330122614136109, 0.3305439341526765, 0.33052515066587007, 0.33025560814600724, 0.33078883588314056, 0.33092608474768126, 0.33088775552236116, 0.3312495488386888, 0.33142155408859253, 0.3315519828062791, 0.3318541863789925, 0.3318373618217615, 0.3318530103335014, 0.33207642802825343]",2.0,0.1
rotated_mnist,ipdr,0,0.7718,0.6454,"[0.8982, 0.6454]","[0.33414675974845887, 1.2395735562324524]",10,30,"[1.0986080582325275, 1.0986034044852624, 1.0986071458229651, 1.0986066735707796, 1.098608530484713, 1.0986095483486469, 1.0986100893754225, 1.098609644633073, 1.098610181074876, 1.0986108504808867, 1.0986105799674988, 1.0986108963306134, 1.0986109238404493, 1.0986114236024709, 1.0986113364879901, 1.0986113410729628, 1.098611634511214, 1.0986116666060228, 1.0986116115863507, 1.0986117537205036, 1.0986117995702303, 1.098611831665039, 1.098611900439629, 1.0986120334038367, 1.0986120700836182, 1.098612102178427, 1.0986121480281537, 1.0986121388582082, 1.098612170953017, 1.0986122213877165]","[0.3342264833358618, 0.33477664108459765, 0.33447132775416744, 0.3345855761032838, 0.3342911979326835, 0.33417790555036986, 0.33407157774154955, 0.3342314545924847, 0.3340635872804202, 0.33396588609768796, 0.33400053129746365, 0.3339999822469858, 0.3339441968844487, 0.33383658413703626, 0.33385410675635707, 0.33388315714322603, 0.33376507461071014, 0.3337699839702019, 0.3337613665140592, 0.3337417497084691, 0.3337106521313007, 0.33370110048697543, 0.3336825771973683, 0.3336094113496634, 0.3336168023256155, 0.33355744183063507, 0.33353332258187807, 0.3335451529576228, 0.33352843958597916, 0.33348030883532304]","[0.33236527328307813, 0.33176746047460115, 0.3320970764526954, 0.3322292004640286, 0.3323693905885403, 0.3325377427614652, 0.33254649662054503, 0.3325861142231868, 0.3326031416654587, 0.33277784975675434, 0.3327849037372149, 0.33274489641189575, 0.3327971330055824, 0.3329127339216379, 0.33284585177898407, 0.33290028686706835, 0.33293828712059903, 0.33297627018048215, 0.3329271639768894, 0.33298037831599897, 0.3330126358912541, 0.3330068244383885, 0.33304015031227696, 0.3330603734805034, 0.33310263088116276, 0.3331067848664064, 0.3331488554294293, 0.33314592792437625, 0.33315874063051665, 0.3331794234422537]",2.0,0.5
rotated_mnist,ipdr,0,0.7670999999999999,0.6396,"[0.8946, 0.6396]","[0.33719652009010315, 1.264957466316223]",10,30,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]",2.0,1.0
rotated_mnist,ipdr,0,0.7764,0.6558,"[0.897, 0.6558]","[0.32897681612968444, 1.1860217164993285]",10,30,"[1.0983593463897705, 1.0953341447390044, 1.0927189955344567, 1.0901501316290636, 1.089843892134153, 1.0898619615114653, 1.091414708357591, 1.092001694899339, 1.0926277133134694, 1.0930843995167658, 1.0946343678694506, 1.0945304586337163, 1.0947386622428894, 1.0950136918288012, 1.0956121041224554, 1.0954605891154363, 1.0958616137504578, 1.0962040103398836, 1.0965565672287574, 1.0965418632213886, 1.0967631019078767, 1.0968853693742018, 1.0970311990151038, 1.097239306339851, 1.0974153555356538, 1.0975964665412903, 1.09776220871852, 1.0978829768987803, 1.097947331575247, 1.0980377655762892]","[0.3394485872525435, 0.3594841005710455, 0.37109983884371245, 0.38039154272813064, 0.3824922820696464, 0.3842165217949794, 0.38141565827222973, 0.38175780039567214, 0.3812052343900387, 0.3812656345275732, 0.3748829960823059, 0.37619908727132356, 0.3751552196649405, 0.37339965311380535, 0.3695194022013591, 0.37023847378217256, 0.36714967168294466, 0.3645220994949341, 0.3614167444981061, 0.3607642215031844, 0.35920473360098326, 0.3581010378324069, 0.3570534036709712, 0.35460959145656, 0.3531736009396039, 0.35129394783423495, 0.3496242050941174, 0.3479743061157373, 0.3468777032998892, 0.3461082016046231]","[0.3260792379195874, 0.2973561011827909, 0.2852498453397017, 0.27655411339723146, 0.2762189954519272, 0.2772970119347939, 0.28380713898401994, 0.28805140807078433, 0.29247459081503063, 0.29745874955103946, 0.30557347948734576, 0.3092373185432874, 0.31113206767118895, 0.30942830672630894, 0.30963171560030717, 0.3082941071345256, 0.3081512577258624, 0.30884794890880585, 0.3094950639284574, 0.3083437853134595, 0.3096428708388255, 0.3101769914993873, 0.31119725566643935, 0.3118656999789752, 0.3132572460633058, 0.31456304628115433, 0.31604347893824947, 0.3169853068315066, 0.31744718780884373, 0.3186776924591798]",5.0,0.01
rotated_mnist,ipdr,0,0.7710999999999999,0.6496,"[0.8926, 0.6496]","[0.3349066045761108, 1.1968905097007752]",10,30,"[1.0984659149096563, 1.097554931273827, 1.097731590270996, 1.0976888720805829, 1.0979790733410761, 1.098091790309319, 1.0983055967551012, 1.098273176413316, 1.0983059131182158, 1.098313767176408, 1.0984509678987355, 1.098338131721203, 1.0983680899326618, 1.0983891303722675, 1.098453925206111, 1.0983965259331923, 1.0984593538137584, 1.0984830856323242, 1.0985001004659212, 1.0984770747331472, 1.098511095230396, 1.0985173262082613, 1.0985277937008784, 1.098549219278189, 1.098560745899494, 1.0985713922060454, 1.0985804612819965, 1.0985840329757104, 1.09858199266287, 1.098588370359861]","[0.3380903246311041, 0.34836769791749805, 0.34801079218204206, 0.3493188608151216, 0.3470956545609694, 0.34647560921999127, 0.3438361562215365, 0.34498497270620787, 0.3445951376969998, 0.3447350630393395, 0.34153258342009324, 0.34422570581619555, 0.34359915669147784, 0.3428585254229032, 0.34130539573155916, 0.34289053540963393, 0.34106967540887684, 0.34043372021271634, 0.3396896834556873, 0.3403016168337602, 0.33948791600190675, 0.33924560936597675, 0.33897858284986937, 0.33778419632178086, 0.33756104570168716, 0.33695988127818477, 0.33654768879597, 0.33621515333652496, 0.33626050559374004, 0.33610653762633985]","[0.32770061722168553, 0.3126350400539545, 0.31481439104446995, 0.31485532224178314, 0.3183665837232883, 0.3203250215603755, 0.32392145234804887, 0.3244771361351013, 0.3253644246321458, 0.32673037969149077, 0.32841391402941483, 0.3267162499519495, 0.3271557940886571, 0.3261585717017834, 0.3272941525165851, 0.32675829644386584, 0.3270241767168045, 0.3275314179750589, 0.32764084522540754, 0.3269889939289827, 0.3279918455160581, 0.3281086958371676, 0.3284956847245877, 0.3286961019039154, 0.32929616478773266, 0.32960770107232606, 0.33005511187590086, 0.33013791418992555, 0.3299850844419919, 0.3304937734053685]",5.0,0.05
rotated_mnist,ipdr,0,0.7743,0.6538,"[0.8948, 0.6538]","[0.3337855714321136, 1.2069243774414062]",10,30,"[1.0985321998596191, 1.0982460838097792, 1.0984090245687044, 1.0983807811370263, 1.098464777836433, 1.098494515969203, 1.0985447260049672, 1.0985232499929576, 1.0985369636462285, 1.0985390864885771, 1.0985705577410185, 1.0985375826175396, 1.0985535658322847, 1.0985590815544128, 1.0985747575759888, 1.0985591090642488, 1.098579736856314, 1.0985869260934682, 1.0985861924978404, 1.0985794984377348, 1.098590020950024, 1.0985899017407343, 1.0985918228442852, 1.098598526074336, 1.0986003967431874, 1.0986027213243337, 1.0986049679609446, 1.0986056327819824, 1.098605256814223, 1.0986072421073914]","[0.33690556998436266, 0.3423626067546698, 0.3402532327633638, 0.3413070279818315, 0.3399481979700235, 0.3396325890834515, 0.33804937165517074, 0.3392188262480956, 0.3387428029225423, 0.33885191954099214, 0.33710744289251476, 0.3388676998706964, 0.3382055094608894, 0.3378574802325322, 0.33713565308314103, 0.3380502393612495, 0.33679118293982285, 0.3364242131893451, 0.3362423342007857, 0.33673738172421086, 0.3361822022841527, 0.33615429814045245, 0.3360544271194018, 0.335320838368856, 0.3353848778284513, 0.3350560183708484, 0.334875341791373, 0.33469230509721315, 0.3347125913088138, 0.33458655728743625]","[0.3290959974894157, 0.3212951777073053, 0.3245755032851146, 0.3243805697331062, 0.3263968630478932, 0.3274492438022907, 0.3291285794514876, 0.3290001062246469, 0.3292430444405629, 0.32989301360570467, 0.330657958984375, 0.3296980800536963, 0.33005790641674626, 0.32975779932278854, 0.3304641991853714, 0.3301836194900366, 0.33032796589227825, 0.330729209459745, 0.3305488240260344, 0.3303062147819079, 0.33086895598815036, 0.3308248726221231, 0.33095434881173647, 0.33118738577916074, 0.3314473961408322, 0.331546880877935, 0.331793962762906, 0.33179654066379255, 0.3317419496866373, 0.33204989708386934]",5.0,0.1
rotated_mnist,ipdr,0,0.7696000000000001,0.6458,"[0.8934, 0.6458]","[0.3427295379161835, 1.2267314498901367]",10,30,"[1.0986088514328003, 1.0986053439287038, 1.0986080628175001, 1.0986074392612164, 1.0986090577565706, 1.0986098601267889, 1.098610281944275, 1.0986098968065703, 1.0986102911142201, 1.0986109788601215, 1.0986107404415424, 1.0986109100855315, 1.098611043049739, 1.0986113869226897, 1.0986114190174983, 1.0986114969620338, 1.0986117307956402, 1.098611790400285, 1.0986116711909955, 1.098611776645367, 1.098611817910121, 1.0986118729297931, 1.0986119417043834, 1.098612015063946, 1.0986120884235089, 1.0986121067633996, 1.098612157198099, 1.098612143443181, 1.098612143443181, 1.0986122305576618]","[0.33414818117251766, 0.3346186807522407, 0.334348874596449, 0.3344823970244481, 0.3342082087810223, 0.33412826978243315, 0.33404415387373704, 0.3341792088288527, 0.33403985775434053, 0.33392062668616956, 0.3339783171048531, 0.3339992096790901, 0.33391984036335576, 0.333833797619893, 0.33382394222112804, 0.3338232304041202, 0.33372616653258985, 0.3337034330918239, 0.33373619272158694, 0.3337242328203641, 0.3336998396194898, 0.33368318012127507, 0.3336549733693783, 0.3336082983475465, 0.3335940700310927, 0.333553379544845, 0.33352981163905215, 0.33352945286494035, 0.33353888529997605, 0.3334808785181779]","[0.33247042963137996, 0.33197374412646663, 0.33221237246806806, 0.3322810106552564, 0.3324278753537398, 0.3325677433839211, 0.3325885350887592, 0.3326329898375731, 0.33263597121605504, 0.33282100008084226, 0.33280429244041443, 0.33276230899187237, 0.33281488372729373, 0.3328895981495197, 0.3328524988431197, 0.33292330686862653, 0.332975203028092, 0.3330090641975403, 0.33293514870680296, 0.33297410492713636, 0.33300809103709, 0.33301034340491664, 0.3330447387236815, 0.3330638259649277, 0.3331179263500067, 0.33312393724918365, 0.3331406873006087, 0.33314633254821485, 0.33314966009213376, 0.3331853529581657]",5.0,0.5
rotated_mnist,ipdr,0,0.77,0.646,"[0.894, 0.646]","[0.3333928561449051, 1.208881409072876]",10,30,"[1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973, 1.0986123085021973]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408]",5.0,1.0
